w_S,avg_secrecy_rate,avg_sensing_snr
0.0,0.15682845260043193,34.03494741105291
0.2,0.553720176667402,43.315686155358335
0.5,0.04789261496071452,43.30417229372363
0.8,0.5513778276012951,43.304546910115235
1.0,0.8734804742951932,43.304165695797856
