M,avg_secrecy_rate,avg_sensing_snr
25,0.48089471353741403,43.33642668131492
50,1.9768468532706,38.067956029903755
75,0.8658860741648313,43.31498111661478
100,0.5512454389838015,43.30436661632527
125,0.05433994373707069,36.98483053785677
150,0.6003076976213002,43.282678681061626
