secrecy_rate,sensing_snr_db
0.0,42.06173602267527
0.0,41.44565684831402
0.0,40.696688988530745
0.0,39.95352966192406
0.0,39.27592327056627
0.0,38.72468231477126
0.0,38.26928021972684
0.0,37.90545978883813
0.0,37.57561672349639
0.006019386558006268,37.296050681807046
0.06390974721139164,37.040252425551444
0.13262879987808818,36.775866773817725
0.1813507834703283,36.49178331642338
0.2342860914054854,36.16235582545732
0.2816226216533293,35.76202258048818
0.31452399303925294,35.299661829442414
0.3375197609382017,34.74108886209713
0.35655843304013635,34.22000774592137
0.36511509412357124,33.668184579459044
0.3576030240112291,33.00075966029073
0.3255823583169666,32.24852859245554
0.27531295696984437,31.306614264265832
0.23505766326754285,30.730489809199334
0.19837029703647835,30.191269415548835
0.16475107329635325,29.64054840792375
0.134620835421631,29.067987951002927
0.10154752838553405,28.348717465280544
0.084143544147702,27.956124719100078
0.07262215781635648,27.728365996892286
0.06481345480270481,27.518696923578723
0.05806008448614439,27.410924739220704
0.05770797334887384,27.705782747953673
0.05955181434202597,28.101370282383616
0.06112820850799916,28.52188486188961
0.06287335169118152,28.954523052603133
0.06718958568519251,29.61476830037537
0.07579749992414689,30.428496092899092
0.08540825374674799,31.25911120215211
0.09614575944725515,32.0426517924744
0.10965747058640327,32.78478553614011
0.12396859280983816,33.53121127683214
0.14150377165020905,34.24989888901108
0.16442824890639235,34.95320942051589
0.19168742123671778,35.62374497719229
0.22612870134462437,36.25623995758528
0.2691427349774385,36.85778374450818
0.3171189546710035,37.409411605486554
0.38149176613496805,37.91012696362379
0.45636793867712133,38.344413862251876
0.54810489305718,38.683079582699996
