secrecy_rate,sensing_snr_db
0.16067414493527643,43.177890791923794
0.44607328510778643,43.813767115985016
0.7216349666501021,44.26825952997569
0.9711745354075223,44.47778735047506
1.1467106892910195,44.41229747159501
1.2330197125090763,44.07983992915655
1.2264929482628428,43.53091092453486
1.165805007569448,43.19751163518818
1.1201908751556573,43.197999220973216
1.100979966589307,43.1966320828444
1.0652500422472944,43.19895172469856
1.0040538112246153,43.198265893498096
0.9362610363931125,43.19943236188984
0.869028379011958,43.19781276786252
0.8059411868058675,43.19846627828894
0.7913666361069467,43.19866480721912
0.8016386571660448,43.19755946151758
0.8089609661074171,43.19692277982977
0.8030138471106998,43.197369100456186
0.8106191600078496,43.1973357209198
0.8202292670948488,43.19776910377779
0.8241799155607747,43.19891298214785
0.8283170060260439,43.199035224007275
0.8313248470869752,43.19783188457497
0.8368380154712529,43.20093098200384
0.8453524236066858,43.196656368689744
0.8477575416180674,43.19791713208127
0.8539024562279032,43.19659220480918
0.8543009790096932,43.198176092747815
0.8617665210041352,43.196722793615734
0.8631914547558406,43.197435676357614
0.8700362895635738,43.200039820771686
0.8769688048401694,43.198163574952176
0.8808021412874236,43.19683585755396
0.8910292929866372,43.1990069935275
0.8942044607859909,43.19764599518122
0.8998578261652046,43.19768005127231
0.9048161726251802,43.19696574838726
0.9100182052604584,43.19837862758399
0.9132409259779397,43.1972510054385
0.9229137365293703,43.19847259157825
0.9237055508702081,43.19766445740349
0.9251616726755838,43.19801843787218
0.9307940055983295,43.1981065979296
0.936752218318329,43.19815767351166
0.9442444824120209,43.19973099469646
0.9464642104785828,43.19915520775038
0.9473172787989448,43.19866537335105
0.9536089499559779,43.19791953655279
0.9522638833914439,43.19808614463486
