w_S,avg_secrecy_rate,avg_sensing_snr
0.0,0.2117688710214546,39.67015112386263
0.2,0.8936050077928688,43.3055520416719
0.5,0.5518053126363324,43.30422399066664
0.8,0.8733013424240882,43.30398805146248
1.0,0.16099933736662717,37.023062613588316
