isac_x,isac_y
0.0,142.19106769561768
0.0,134.79096269607544
0.0,127.77719831466675
0.0,121.09462213516235
0.0,114.77432775497437
0.0,108.84034442901611
0.0,103.29668092727661
0.0,98.15732288360596
0.0,93.41337013244629
0.0,89.05072116851807
0.0,85.07494592666626
0.0,81.48430967330933
0.0,78.29697513580322
0.0,75.48436546325684
0.0,73.02147769927979
0.0,70.86323642730713
0.0,68.97700214385986
0.0,67.3172059059143
0.0,65.862233877182
0.0,64.6131660938263
0.0,63.57753300666809
0.0,62.77323269844055
0.0,62.192758560180664
0.0,61.82807469367981
0.0,61.66847610473633
0.0,61.723374366760254
0.0,61.98605918884277
0.0,62.451828956604004
0.0,63.11003828048706
0.0,63.951791763305664
0.0,64.96899032592773
0.0,66.15953350067139
0.0,67.53032350540161
0.0,69.06676912307739
0.0,70.74779176712036
0.0,72.57447624206543
0.0,74.53202152252197
0.0,76.62245893478394
0.0,78.8405933380127
0.0,81.16573238372803
0.0,83.59007263183594
0.0,86.10970401763916
0.0,88.71917390823364
0.0,91.44426488876343
0.0,94.29150247573853
0.0,97.24346780776978
0.0,100.28162145614624
0.0,103.39601421356201
0.0,106.53602981567383
0.0,109.6926679611206
